Target_genes	CREBBP|Average	SRX359408|293	SRX359409|293	SRX359410|293	SRX359411|293	SRX660077|Adipose-Derived_Mesenchymal_Stem_Cells	SRX660078|Adipose-Derived_Mesenchymal_Stem_Cells	SRX2339191|B-Lymphocytes	SRX2339193|B-Lymphocytes	SRX017698|CD4-Positive_T-Lymphocytes	SRX100258|H3396	SRX100259|H3396	SRX100261|H3396	SRX100262|H3396	SRX100263|H3396	SRX100264|H3396	SRX3324957|IMR-90	SRX3324958|IMR-90	SRX3324959|IMR-90	SRX3324960|IMR-90	SRX015827|Jurkat_(Clone_E6-1)	SRX116429|K-562	SRX186770|K-562	SRX7214024|Keratinocytes	SRX7214025|Keratinocytes	SRX7214026|Keratinocytes	SRX7214027|Keratinocytes	SRX159188|LS-180	SRX159189|LS-180	SRX5839976|Macrophages	SRX5839977|Macrophages	SRX5839978|Macrophages	SRX5839979|Macrophages	SRX5162246|Placenta	SRX5162247|Placenta	SRX5162248|Placenta	SRX018277|T98G	SRX018280|T98G	SRX018281|T98G	STRING
CPLX2	96.921053	152	214	0	0	0	0	0	0	0	0	510	850	982	568	241	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0
KANK1	96.210526	149	115	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	821	1275	420	638	0	0	0	0	0	0	0	0	0	0	0	0	0
STX18	96.131579	644	739	417	0	0	0	179	221	0	0	0	0	0	0	0	107	515	273	198	183	0	0	0	76	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0
USP15	95.868421	301	309	102	0	0	0	1135	1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDX1	95.815789	519	529	215	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	222	0	0	176	361	211	239	0	0	305	197	0	109	0	0	0	0	0	259	0
POLR3F	95.789474	204	269	147	0	0	0	508	746	90	0	0	0	0	0	0	148	808	441	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZANK1	95.789474	204	269	147	0	0	0	508	746	90	0	0	0	0	0	0	148	808	441	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF335	95.631579	342	419	137	0	0	0	0	76	172	0	0	0	0	0	0	0	98	0	0	403	0	0	271	757	171	387	0	0	0	0	0	0	0	0	0	0	0	401	0
TCTEX1D4	95.578947	0	84	0	0	0	0	173	387	240	0	0	0	0	0	0	0	0	0	0	0	0	0	558	667	371	402	0	0	156	0	0	0	0	0	0	0	150	444	0
RAD52	95.473684	398	504	207	0	0	0	923	1152	166	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
PEX3	95.315789	404	574	291	0	0	0	310	286	140	0	0	0	0	0	0	243	739	190	231	101	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT2	95.315789	404	574	291	0	0	0	310	286	140	0	0	0	0	0	0	243	739	190	231	101	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF15	95.236842	0	0	0	0	0	0	1536	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0
NBN	95.236842	380	557	200	0	0	0	691	1089	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	92	0	0	0	0	276	134	0	0	0	0	0	0	0	0	0
FAM228B	94.894737	357	448	0	0	0	0	139	0	323	0	0	0	0	0	0	120	307	134	0	179	0	0	415	670	133	270	0	0	0	0	0	0	0	0	0	0	0	111	0
ZMYM3	94.736842	115	0	0	0	0	0	0	0	0	0	675	898	1010	462	304	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
NR3C1	94.394737	298	314	0	0	0	0	1178	1024	92	0	0	0	0	0	0	0	0	0	0	97	0	0	0	102	94	0	0	0	283	105	0	0	0	0	0	0	0	0	0
NDUFS7	94.368421	155	216	0	0	0	0	161	265	275	0	0	0	0	0	0	351	837	397	197	227	0	0	128	101	0	0	0	0	0	0	0	0	0	0	0	0	128	148	0
HDAC9	94.105263	408	376	131	0	0	0	274	127	0	0	0	0	0	0	0	0	0	0	0	216	0	0	343	516	247	198	0	0	122	0	0	0	0	0	0	0	0	618	0
TACC1	94.078947	344	462	0	0	0	0	1387	1056	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
SLC25A32	93.921053	343	358	133	0	203	202	742	976	205	0	0	0	0	0	0	0	0	0	0	190	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
DCAF13	93.921053	343	358	133	0	203	202	742	976	205	0	0	0	0	0	0	0	0	0	0	190	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
HSPE1-MOB4	93.842105	548	553	237	0	0	0	0	203	265	0	0	0	0	0	0	0	106	0	0	405	0	0	234	362	120	110	105	0	0	0	0	0	0	0	0	0	0	318	0
HSPE1	93.842105	548	553	237	0	0	0	0	203	265	0	0	0	0	0	0	0	106	0	0	405	0	0	234	362	120	110	105	0	0	0	0	0	0	0	0	0	0	318	0
HSPD1	93.842105	548	553	237	0	0	0	0	203	265	0	0	0	0	0	0	0	106	0	0	405	0	0	234	362	120	110	105	0	0	0	0	0	0	0	0	0	0	318	0
EMSY	93.815789	120	267	260	0	0	0	970	1657	167	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP5	93.605263	133	253	0	0	0	0	856	1704	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	216	81	0	0	0	0	0	0	0	0	0
BAG1	93.605263	133	253	0	0	0	0	856	1704	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	216	81	0	0	0	0	0	0	0	0	0
SH3BP2	93.552632	180	188	0	0	0	0	1297	1717	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD19	93.368421	0	0	0	0	0	0	173	387	240	0	0	0	0	0	0	0	0	0	0	0	0	0	558	667	371	402	0	0	156	0	0	0	0	0	0	0	150	444	0
SLC1A5	93.026316	375	326	176	0	0	0	287	308	0	0	0	0	0	0	0	0	424	0	0	0	0	0	301	537	231	285	0	0	145	0	0	0	0	0	0	0	0	140	0
RPL12	92.789474	402	484	202	0	0	0	247	526	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	197	266	0	66	0	0	0	0	0	0	0
LRSAM1	92.789474	402	484	202	0	0	0	247	526	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	197	266	0	66	0	0	0	0	0	0	0
REEP4	92.763158	130	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	1319	483	568	0	0	0	0	0	0	0	0	0	0	0	0	0
NEURL4	92.684211	197	236	0	0	0	0	1090	1545	114	0	0	0	0	0	0	0	179	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA9	92.657895	323	275	101	0	123	106	0	0	209	0	0	0	0	0	0	0	0	0	0	257	0	0	491	523	346	510	0	0	0	0	0	0	0	0	0	0	0	257	0
MECOM	92.526316	222	244	0	0	0	0	0	0	0	0	516	738	804	377	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	184	0	0	0	0	0	0	0
TTC21A	92.500000	181	174	0	0	0	0	1502	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GORASP1	92.500000	181	174	0	0	0	0	1502	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAD2B	91.842105	146	252	203	0	0	0	1095	1241	236	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
POLR2J3	91.684211	586	620	420	0	0	0	72	129	552	0	0	0	0	0	0	115	427	200	217	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTCH2NLC	91.657895	423	716	233	0	0	0	496	247	186	0	111	93	0	0	0	0	0	0	0	180	0	0	149	188	0	123	0	0	128	75	0	0	0	0	0	0	0	135	0
RBPJ	91.315789	190	252	149	0	0	0	660	587	261	0	0	0	0	0	0	0	0	0	0	0	0	0	392	345	161	185	0	0	133	0	0	0	0	0	0	0	0	155	0
NME1	91.236842	237	319	179	0	0	0	429	214	614	0	0	0	0	0	0	0	339	113	0	133	0	0	116	158	0	127	0	0	0	0	0	0	0	0	0	99	86	304	0
SMIM14	91.131579	294	414	208	0	0	0	706	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	381	103	167	0	0	118	0	0	0	0	0	0	0	0	200	0
TMCC1	90.973684	272	378	95	0	272	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	870	376	410	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL5	90.894737	149	222	0	0	0	0	1522	1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP9	90.710526	266	280	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	607	691	957	0	0	0	0	0	0	0	0	0	0	0	0	0
SYK	90.657895	196	196	0	0	0	0	1233	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	120	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0
SLC25A45	90.657895	0	101	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	519	868	507	559	0	0	133	0	0	0	0	0	0	0	147	395	0
STAT3	90.631579	227	293	0	0	86	129	0	141	366	0	0	0	0	0	0	0	629	139	191	221	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	280	424	0
IFRD1	90.631579	322	374	183	0	100	166	259	430	199	0	0	0	0	0	0	0	0	0	0	0	0	0	300	385	113	300	0	0	197	0	0	0	0	0	0	0	0	116	0
SSNA1	90.289474	107	131	116	0	0	0	0	0	299	0	0	0	0	0	0	348	819	400	392	118	0	0	125	263	0	160	0	0	0	0	0	0	0	0	0	0	0	153	0
ANAPC2	90.289474	107	131	116	0	0	0	0	0	299	0	0	0	0	0	0	348	819	400	392	118	0	0	125	263	0	160	0	0	0	0	0	0	0	0	0	0	0	153	0
EED	90.157895	330	325	112	0	0	0	825	1555	0	0	163	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKIRAS1	89.736842	308	577	127	0	189	141	140	276	182	0	0	0	0	0	0	0	0	0	0	104	0	0	324	521	161	213	0	0	0	0	0	0	0	0	0	0	0	147	0
PTK2	89.684211	178	202	0	0	0	0	1305	1125	328	0	0	0	0	0	0	0	0	0	0	0	0	0	79	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3	89.368421	309	312	0	0	0	0	907	1075	267	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	284	132	0	0	0	0	0	0	0	0	0
MS4A7	89.342105	0	0	0	0	0	0	1527	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	198	0	0	0	0	0	0	0	0	0
ZNF524	89.131579	158	151	0	0	0	0	947	1871	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIZ1	89.131579	158	151	0	0	0	0	947	1871	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRED2	88.789474	0	0	0	0	0	0	1014	1002	0	0	0	0	0	0	0	0	112	0	0	0	0	0	197	360	0	232	81	0	148	0	0	0	0	0	0	0	0	228	0
SF3B6	88.394737	236	322	0	0	0	0	139	0	323	0	0	0	0	0	0	120	307	134	0	179	0	0	415	670	133	270	0	0	0	0	0	0	0	0	0	0	0	111	0
TPR	87.868421	187	213	187	0	0	0	1173	1247	140	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODR4	87.868421	187	213	187	0	0	0	1173	1247	140	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIB1	87.763158	99	185	0	0	0	0	367	488	0	0	94	0	0	0	0	0	183	0	0	0	0	0	292	572	130	203	0	0	127	95	0	0	0	0	0	0	209	291	0
TACSTD2	87.631579	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	1351	339	623	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1	87.578947	543	684	207	0	0	0	375	504	271	0	0	111	0	0	0	0	0	0	0	295	0	0	104	0	0	0	0	0	0	86	0	0	0	0	0	0	0	148	0
LNPEP	87.447368	277	403	163	0	0	0	659	862	304	0	0	0	0	0	0	0	0	0	0	311	0	0	74	161	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF462	87.421053	100	139	0	0	0	0	0	0	0	0	640	761	889	408	251	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
MAN2C1	87.315789	533	613	170	0	0	0	611	791	115	0	0	0	0	0	0	122	234	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAV3	87.236842	179	183	0	0	0	0	708	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	360	265	178	0	0	0	0	0	0	0	0	0	0	0	0	0
PUM1	87.157895	405	467	228	0	0	0	725	1275	89	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TET3	87.105263	156	139	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	938	296	441	0	0	201	177	0	98	0	0	0	0	0	0	0
RASSF2	86.973684	0	0	0	0	0	0	1586	1377	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0
TBL1X	86.947368	0	0	0	0	140	166	210	150	469	0	0	0	0	0	0	0	251	0	0	341	0	0	170	144	0	151	0	0	379	310	0	76	0	0	0	0	103	244	0
WASHC2A	86.868421	566	855	531	0	187	204	0	0	175	0	0	0	0	0	0	0	385	0	216	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM242	86.815789	655	630	446	0	0	0	114	194	0	0	0	0	0	0	0	233	462	268	187	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF721	86.736842	500	396	339	0	0	0	212	303	460	0	0	0	0	0	0	0	418	125	192	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
PIGG	86.736842	500	396	339	0	0	0	212	303	460	0	0	0	0	0	0	0	418	125	192	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
ASPSCR1	86.710526	260	331	0	0	248	161	848	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3F	86.684211	261	239	115	0	0	0	418	644	167	0	0	0	0	0	0	162	653	228	290	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BC4	86.552632	336	301	198	0	211	160	168	140	360	0	0	0	0	0	0	0	119	0	0	441	0	0	0	121	0	0	0	0	263	207	0	138	0	0	0	0	0	126	0
TGIF1	86.447368	123	134	0	0	0	0	0	78	127	0	0	0	0	0	0	0	142	0	0	0	0	0	631	961	525	564	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A2	86.447368	137	243	0	0	0	0	779	803	0	0	0	0	0	0	0	0	0	0	0	114	0	0	306	660	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
COPS7B	86.421053	260	296	0	0	0	0	194	185	125	0	0	0	0	0	0	457	1012	373	265	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF286A	86.026316	155	263	212	0	0	0	1102	1233	206	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLSCR1	85.947368	197	271	0	0	0	0	1249	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	107	240	0	0	0	0	0	0	0	0	0
MED23	85.868421	287	234	233	0	0	0	470	387	311	0	0	0	0	0	0	102	597	281	161	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF8	85.657895	269	324	186	0	206	166	806	1157	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOD2	85.631579	779	866	436	0	0	0	185	313	292	0	0	0	0	0	0	0	0	0	0	137	0	0	0	107	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
IPP	85.500000	394	443	147	0	0	0	890	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF7	85.368421	804	754	600	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	377	179	114	121	0	0	0	0	0	0	0
NPTN	85.184211	462	528	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	484	559	429	308	0	0	0	0	0	0	0	0	0	0	0	279	0
PERP	85.078947	222	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	983	442	519	0	0	0	0	0	0	0	0	0	0	0	0	0
POLI	84.973684	176	325	0	0	0	0	1134	1146	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	242	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
POLDIP3	84.815789	274	261	0	0	96	0	191	153	269	0	0	0	0	0	0	0	0	0	0	303	76	76	0	0	0	0	0	0	376	293	144	147	0	0	0	114	177	273	0
USF1	84.684211	148	214	0	0	0	0	1358	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4ENIF1	84.657895	244	161	131	0	0	0	1188	1276	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0
POLG	84.631579	416	455	245	0	0	0	300	247	152	0	0	0	0	0	0	0	0	0	0	1176	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	111	0
ZNF101	84.394737	159	0	0	0	0	0	547	556	282	0	0	0	0	0	0	0	0	0	0	1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF2	84.210526	160	234	0	0	0	0	131	133	0	0	600	623	764	305	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL25	84.157895	318	298	166	0	0	0	0	97	507	0	0	0	0	0	0	137	638	237	355	238	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	131	0
DAXX	84.157895	0	0	0	0	0	0	1589	1254	154	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC59	84.157895	318	298	166	0	0	0	0	97	507	0	0	0	0	0	0	137	638	237	355	238	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	131	0
TNFAIP3	84.131579	139	305	0	0	0	0	248	404	427	0	0	0	0	0	0	0	0	0	0	323	0	0	305	426	0	282	0	0	189	0	149	0	0	0	0	0	0	0	0
UBALD2	84.052632	365	285	0	0	0	154	0	0	111	0	0	0	0	0	0	0	160	0	0	0	0	0	460	786	229	429	0	0	120	0	0	0	0	0	0	0	0	95	0
ERLIN2	84.052632	247	202	146	0	0	0	436	627	234	0	0	0	0	0	0	0	127	0	80	226	0	0	176	279	0	209	0	0	0	143	0	62	0	0	0	0	0	0	0
CBLL1	83.947368	150	260	117	0	0	0	987	1168	107	0	78	0	0	0	0	0	163	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AC19	83.894737	300	369	195	0	117	0	337	502	349	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	94	0	0	335	254	125	120	0	0	0	0	0	0	0
H2AC18	83.894737	300	369	195	0	117	0	337	502	349	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	94	0	0	335	254	125	120	0	0	0	0	0	0	0
PKM	83.868421	357	378	227	0	0	0	394	460	0	0	0	0	0	0	0	0	0	0	0	92	0	0	188	498	253	245	0	0	0	95	0	0	0	0	0	0	0	0	0
NOTCH2NLB	83.552632	423	536	233	0	0	0	496	247	186	0	111	93	0	0	0	0	0	0	0	180	0	0	149	188	0	123	0	0	0	75	0	0	0	0	0	0	0	135	0
NOTCH2NLA	83.552632	423	536	233	0	0	0	496	247	186	0	111	93	0	0	0	0	0	0	0	180	0	0	149	188	0	123	0	0	0	75	0	0	0	0	0	0	0	135	0
SLC30A6	83.500000	212	168	0	0	0	0	950	1600	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
KDM3A	83.394737	290	463	0	0	0	0	595	630	157	0	0	0	0	0	0	0	69	0	0	243	0	0	149	219	129	111	0	0	0	0	0	0	0	0	0	0	0	114	0
RLIM	83.184211	416	277	119	0	0	0	654	1041	165	0	0	0	0	0	0	0	0	0	0	317	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM2	83.131579	0	0	0	0	0	0	1265	1600	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF4	82.973684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	1048	460	885	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF4	82.947368	0	0	0	0	0	0	1304	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC25C	82.947368	945	1168	459	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	122	0
SLC33A1	82.921053	232	193	0	0	218	221	650	440	266	0	0	0	0	0	0	0	455	123	0	216	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
ZNF165	82.868421	113	0	0	0	0	0	422	281	119	0	0	0	0	0	0	169	731	331	294	134	0	0	179	88	0	0	0	160	0	0	0	0	0	0	0	0	0	128	0
AVPI1	82.868421	155	145	107	0	0	0	104	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	675	900	323	450	0	0	0	0	0	0	0	0	0	0	0	202	0
FAM200B	82.815789	397	429	326	0	0	0	786	459	620	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L1	82.736842	333	334	150	0	0	0	790	1079	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	176	0
DHRS12	82.657895	670	779	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	352	699	146	373	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX2	82.605263	398	314	230	0	0	0	1056	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX59	82.447368	408	568	268	0	0	0	308	565	74	0	0	0	0	0	0	0	0	0	0	0	0	0	302	393	0	149	0	0	0	0	0	0	0	0	0	0	0	98	0
MAT2A	82.105263	609	675	324	0	0	0	232	258	0	0	0	0	0	0	0	0	0	0	0	704	0	0	0	0	0	0	0	0	200	118	0	0	0	0	0	0	0	0	0
ATF3	82.052632	231	282	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	749	331	396	0	0	200	0	0	0	0	0	0	0	0	142	0
PPP6R1	81.815789	201	313	134	0	0	0	729	697	163	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	266	0
UBE2B	81.578947	384	444	269	0	340	335	197	254	134	0	0	0	0	0	0	0	0	0	0	137	0	0	92	251	0	162	0	0	0	0	0	0	0	0	0	0	0	101	0
CDKL3	81.578947	384	444	269	0	340	335	197	254	134	0	0	0	0	0	0	0	0	0	0	137	0	0	92	251	0	162	0	0	0	0	0	0	0	0	0	0	0	101	0
ISY1-RAB43	81.447368	0	153	0	0	0	0	666	1051	145	0	0	0	0	0	0	71	459	144	185	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISY1	81.447368	0	153	0	0	0	0	666	1051	145	0	0	0	0	0	0	71	459	144	185	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM1	81.315789	75	158	0	0	0	0	446	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	483	123	203	0	0	175	0	0	0	0	0	0	0	0	133	0
WTAP	81.078947	779	866	436	0	0	0	151	313	292	0	0	0	0	0	0	0	0	0	0	137	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMXL1	81.052632	697	738	312	0	0	0	332	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	291	96	175	0	0	0	0	0	0	0	0	0	0	0	0	0
KYAT3	81.052632	697	738	312	0	0	0	332	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	291	96	175	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD40	80.736842	622	822	0	0	0	0	221	203	114	0	0	0	0	0	0	0	249	0	0	0	0	0	159	251	121	154	0	0	0	0	0	0	0	0	0	0	0	152	0
NCOR1	80.552632	185	367	93	0	0	0	943	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	80.552632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	573	927	600	815	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM53C	80.421053	945	1168	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	122	0
RSRP1	80.315789	427	235	88	0	0	0	125	202	0	0	0	0	0	0	0	0	0	0	0	102	0	0	216	327	146	215	0	0	488	222	0	135	0	0	0	0	0	124	0
RSBN1	80.315789	345	382	217	0	0	0	728	646	265	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCK	80.315789	0	0	0	0	0	0	906	698	0	0	241	292	310	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP5	80.289474	125	124	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	260	0	0	563	839	352	678	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW7	80.210526	223	141	0	0	0	0	182	259	353	0	0	0	0	0	0	0	0	0	0	122	0	0	346	690	132	261	0	0	0	0	0	0	0	0	0	0	133	206	0
SRSF2	80.157895	625	712	259	0	0	0	179	158	159	0	0	0	0	0	0	0	0	0	0	392	0	0	105	102	0	0	0	0	224	131	0	0	0	0	0	0	0	0	0
